razao_social;cnpj;placa;servico_regular;servico_fretado;servico_semiurbano;data_validade_csv;validade_seguro
M.J ANDRADE & CIA LTDA - ME;01.335.594/0001-54;MCJ-7204;Não;Sim;Não;21/06/2020;18/04/2020
M.J.G.TRANSPORTES LTDA;05.118.330/0001-08;BBG-7085;Não;Sim;Não;30/04/2020;06/10/2020
M.J.G.TRANSPORTES LTDA;05.118.330/0001-08;BCK-1814;Não;Sim;Não;08/08/2020;01/09/2020
M.M.E. TRANSPORTES E FRETAMENTOS LTDA.;27.945.437/0001-54;KQT-2848;Não;Sim;Não;27/12/2019;22/08/2020
M.M.E. TRANSPORTES E FRETAMENTOS LTDA.;27.945.437/0001-54;LSV-3191;Não;Sim;Não;05/04/2020;20/09/2020
M.N. TRANSPORTES LTDA;02.373.134/0001-83;ATB-5867;Não;Sim;Não;18/02/2020;17/12/2019
M.N. TRANSPORTES LTDA;02.373.134/0001-83;AWQ-6264;Não;Sim;Não;06/06/2020;21/03/2020
M.N. TRANSPORTES LTDA;02.373.134/0001-83;BTB-0688;Não;Sim;Não;28/05/2020;23/07/2020
M.N. TRANSPORTES LTDA;02.373.134/0001-83;CLK-1113;Não;Sim;Não;11/04/2020;01/04/2020
M.P VALIM & CIA LTDA ME;14.894.733/0001-21;ALU-9855;Não;Sim;Não;09/01/2020;30/07/2020
M.R.G. TRANSPORTES LTDA;04.420.003/0001-35;IXV-8908;Não;Sim;Não;06/08/2020;30/07/2020
M.R.G. TRANSPORTES LTDA;04.420.003/0001-35;LNP-5367;Não;Sim;Não;05/09/2020;21/11/2020
M.S DUTRA TRANSPORTES LTDA  - ME;18.563.121/0001-07;IGN-0226;Não;Sim;Não;23/05/2020;21/11/2020
M.S DUTRA TRANSPORTES LTDA  - ME;18.563.121/0001-07;IIA-1875;Não;Sim;Não;05/02/2020;02/08/2020
M.S DUTRA TRANSPORTES LTDA  - ME;18.563.121/0001-07;LXZ-9134;Não;Sim;Não;03/05/2020;08/04/2020
m.souza transportes eireli;09.437.894/0001-56;BAZ-8803;Não;Sim;Não;26/04/2020;12/08/2020
MA & H TRANSPORTES LTDA;02.346.060/0001-96;DTE-8446;Não;Sim;Não;25/07/2020;09/12/2019
MA & H TRANSPORTES LTDA;02.346.060/0001-96;MJB-2146;Não;Sim;Não;25/07/2020;09/12/2019
MA & H TRANSPORTES LTDA;02.346.060/0001-96;MMI-2330;Não;Sim;Não;25/07/2020;09/12/2019
MA & H TRANSPORTES LTDA;02.346.060/0001-96;OPW-8904;Não;Sim;Não;04/02/2020;09/12/2019
MA & H TRANSPORTES LTDA;02.346.060/0001-96;QKG-1E22;Não;Sim;Não;02/10/2020;09/12/2019
MABELLTUR TRANSPORTES LTDA - ME;00.631.129/0001-06;BSF-9093;Não;Sim;Não;11/03/2020;10/10/2020
MABELLTUR TRANSPORTES LTDA - ME;00.631.129/0001-06;IJT-8239;Não;Sim;Não;13/05/2020;11/10/2020
MACAIZE TURISMO LTDA;90.149.956/0001-42;IRU-4909;Não;Sim;Não;02/04/2020;06/10/2020
MACEDO TRANSPORTE TUR LTDA - ME;13.262.939/0001-76;MSU-5886;Não;Sim;Não;05/09/2020;09/11/2020
MACEDO TRANSPORTE TUR LTDA - ME;13.262.939/0001-76;MTB-6H79;Não;Sim;Não;02/08/2020;21/03/2020
MACEDO TRANSPORTE TUR LTDA - ME;13.262.939/0001-76;ODF-3013;Não;Sim;Não;02/09/2020;01/09/2020
MACENO & DUTRA LTDA - ME;07.150.106/0001-10;BAK-4362;Não;Sim;Não;11/09/2020;20/05/2020
MACIEL TRANSPORTE EIRELI - ME;26.365.295/0001-93;INB-3377;Não;Sim;Não;29/01/2020;02/01/2020
MACISKOSKI & IACHINSKI LTDA;07.978.710/0001-30;INZ-1H34;Não;Sim;Não;03/04/2020;25/03/2020
MACRO TUR PARANÁ LTDA- ME;03.419.762/0001-15;AUU-5240;Não;Sim;Não;26/09/2020;03/12/2019
MACRO TUR PARANÁ LTDA- ME;03.419.762/0001-15;AYV-3218;Não;Sim;Não;11/03/2020;03/12/2019
MACRO TUR PARANÁ LTDA- ME;03.419.762/0001-15;BWD-4319;Não;Sim;Não;30/03/2020;03/12/2019
MACRO TUR PARANÁ LTDA- ME;03.419.762/0001-15;CGR-7329;Não;Sim;Não;16/02/2020;03/12/2019
MACRO TUR PARANÁ LTDA- ME;03.419.762/0001-15;IGX-9710;Não;Sim;Não;30/03/2020;03/12/2019
MACRO TUR PARANÁ LTDA- ME;03.419.762/0001-15;ISP-3467;Não;Sim;Não;12/09/2020;03/12/2019
MACROTUR AGÊNCIA DE VIAGENS E TURISMO LTDA - ME;04.490.539/0001-27;AAN-9446;Não;Sim;Não;29/08/2020;13/07/2020
MACROTUR AGÊNCIA DE VIAGENS E TURISMO LTDA - ME;04.490.539/0001-27;MIX-6243;Não;Sim;Não;16/05/2020;14/05/2020
MACROTUR AGÊNCIA DE VIAGENS E TURISMO LTDA - ME;04.490.539/0001-27;OTK-2239;Não;Sim;Não;15/05/2020;30/10/2020
MACROTUR AGÊNCIA DE VIAGENS E TURISMO LTDA - ME;04.490.539/0001-27;QHM-2418;Não;Sim;Não;29/07/2020;16/05/2020
MACROTUR AGÊNCIA DE VIAGENS E TURISMO LTDA - ME;04.490.539/0001-27;QHS-8723;Não;Sim;Não;26/07/2020;22/03/2020
MACTUR FRETAMENTOS LTDA;64.170.087/0001-28;BRY-0200;Não;Sim;Não;01/11/2020;16/12/2019
MACTUR FRETAMENTOS LTDA;64.170.087/0001-28;BSY-5100;Não;Sim;Não;21/12/2019;16/12/2019
MACTUR FRETAMENTOS LTDA;64.170.087/0001-28;BSY-5200;Não;Sim;Não;21/12/2019;16/12/2019
MACTUR FRETAMENTOS LTDA;64.170.087/0001-28;CDM-6100;Não;Sim;Não;01/11/2020;16/12/2019
MACTUR FRETAMENTOS LTDA;64.170.087/0001-28;CDR-5300;Não;Sim;Não;03/04/2020;16/12/2019
MACTUR FRETAMENTOS LTDA;64.170.087/0001-28;CDR-5400;Não;Sim;Não;05/04/2020;16/12/2019
MACTUR FRETAMENTOS LTDA;64.170.087/0001-28;CUM-5000;Não;Sim;Não;07/06/2020;16/12/2019
MACTUR FRETAMENTOS LTDA;64.170.087/0001-28;DVT-0751;Não;Sim;Não;01/11/2020;16/12/2019
MACTUR FRETAMENTOS LTDA;64.170.087/0001-28;FQU-5170;Não;Sim;Não;22/10/2020;16/12/2019
MACTUR FRETAMENTOS LTDA;64.170.087/0001-28;FVQ-1670;Não;Sim;Não;06/09/2020;16/12/2019
MACTUR FRETAMENTOS LTDA;64.170.087/0001-28;FYG-4240;Não;Sim;Não;09/05/2020;16/12/2019
MACTUR FRETAMENTOS LTDA;64.170.087/0001-28;FZA-0780;Não;Sim;Não;08/05/2020;16/12/2019
MACTUR FRETAMENTOS LTDA;64.170.087/0001-28;GIG-4610;Não;Sim;Não;21/12/2019;16/12/2019
MADONNA TURISMO EIRELI;27.805.485/0001-47;GVJ-2386;Não;Sim;Não;04/04/2020;07/12/2019
MADONNA TURISMO EIRELI;27.805.485/0001-47;GZV-7285;Não;Sim;Não;16/08/2020;07/08/2020
MADONNA TURISMO EIRELI;27.805.485/0001-47;HVZ-0625;Não;Sim;Não;29/01/2020;28/01/2020
MADONNA TURISMO EIRELI;27.805.485/0001-47;IKF-8574;Não;Sim;Não;22/05/2020;15/05/2020
MADRID VIAGENS E TURISMO LTDA - ME;28.364.301/0001-13;MGB-3919;Não;Sim;Não;17/04/2020;12/04/2020
MAEDER AGENCIA DE VIAGENS E TURISMO LTDA - ME;00.502.652/0001-24;KRQ-4281;Não;Sim;Não;23/10/2020;10/06/2020
MAEDER AGENCIA DE VIAGENS E TURISMO LTDA - ME;00.502.652/0001-24;MHP-1058;Não;Sim;Não;21/10/2020;02/06/2020
MAEL TUR PASSEIOS E FRETAMENTO LTDA. ME;02.200.497/0001-17;MKC-5904;Não;Sim;Não;08/10/2020;09/10/2020
MAEL TUR PASSEIOS E FRETAMENTO LTDA. ME;02.200.497/0001-17;MLF-1837;Não;Sim;Não;25/09/2020;18/04/2020
MAEL TUR PASSEIOS E FRETAMENTO LTDA. ME;02.200.497/0001-17;QHC-4462;Não;Sim;Não;24/07/2020;29/03/2020
MAFAGUSA TRANSPORTES TURISTICOS LTDA;04.258.205/0001-22;CZC-1627;Não;Sim;Não;05/09/2020;07/12/2019
MAFAGUSA TRANSPORTES TURISTICOS LTDA;04.258.205/0001-22;DBC-9450;Não;Sim;Não;13/03/2020;07/12/2019
MAFAGUSA TRANSPORTES TURISTICOS LTDA;04.258.205/0001-22;DBM-4474;Não;Sim;Não;10/09/2020;07/12/2019
MAFAGUSA TRANSPORTES TURISTICOS LTDA;04.258.205/0001-22;ECL-8088;Não;Sim;Não;06/09/2020;07/12/2019
MAFAGUSA TRANSPORTES TURISTICOS LTDA;04.258.205/0001-22;FSK-4468;Não;Sim;Não;05/09/2020;07/12/2019
MAFAGUSA TRANSPORTES TURISTICOS LTDA;04.258.205/0001-22;GHF-2305;Não;Sim;Não;18/10/2020;07/12/2019
MAFAGUSA TRANSPORTES TURISTICOS LTDA;04.258.205/0001-22;GJK-7177;Não;Sim;Não;05/09/2020;07/12/2019
MAFAGUSA TRANSPORTES TURISTICOS LTDA;04.258.205/0001-22;GYI-9510;Não;Sim;Não;19/09/2020;07/12/2019
MAFAGUSA TRANSPORTES TURISTICOS LTDA;04.258.205/0001-22;GZG-7453;Não;Sim;Não;11/09/2020;07/12/2019
MAFFRA TRANSPORTE E LOCACOES LTDA;09.119.099/0001-10;FIM-2084;Não;Sim;Não;12/08/2020;24/10/2020
MAGALHAES TRANSPORTES E TURISMO LTDA - ME;03.542.825/0001-26;CLJ-2620;Não;Sim;Não;21/03/2020;13/12/2019
MAGALHAES TRANSPORTES E TURISMO LTDA - ME;03.542.825/0001-26;HWO-6074;Não;Sim;Não;15/06/2020;13/12/2019
MAGALHAES TRANSPORTES E TURISMO LTDA - ME;03.542.825/0001-26;LPU-6166;Não;Sim;Não;16/09/2020;13/12/2019
MAGALHAES TRANSPORTES E TURISMO LTDA - ME;03.542.825/0001-26;OSL-7605;Não;Sim;Não;22/11/2020;13/12/2019
MAGDA MARIA VERENKA FERREIRA E CIA LTDA;07.284.819/0001-77;AME-6819;Não;Sim;Não;15/03/2020;09/03/2020
MAGESTUR AGENCIA DE VIAGENS E TURISMO LTDA - ME;12.077.843/0001-75;GVE-9018;Não;Sim;Não;02/04/2020;09/05/2020
MAGETUR AGENCIA DE VIAGENS E TURISMO LTDA;57.153.678/0001-21;AJM-7672;Não;Sim;Não;16/05/2020;04/12/2019
MAGETUR AGENCIA DE VIAGENS E TURISMO LTDA;57.153.678/0001-21;AUC-0055;Não;Sim;Não;14/01/2020;04/12/2019
MAGETUR AGENCIA DE VIAGENS E TURISMO LTDA;57.153.678/0001-21;BTO-1770;Não;Sim;Não;18/12/2019;04/12/2019
MAGETUR AGENCIA DE VIAGENS E TURISMO LTDA;57.153.678/0001-21;BTO-7273;Não;Sim;Não;14/12/2019;04/12/2019
MAGETUR AGENCIA DE VIAGENS E TURISMO LTDA;57.153.678/0001-21;BTT-7981;Não;Sim;Não;04/03/2020;04/12/2019
MAGETUR AGENCIA DE VIAGENS E TURISMO LTDA;57.153.678/0001-21;BWZ-5009;Não;Sim;Não;25/04/2020;04/12/2019
MAGETUR AGENCIA DE VIAGENS E TURISMO LTDA;57.153.678/0001-21;BXG-0701;Não;Sim;Não;14/12/2019;04/12/2019
MAGETUR AGENCIA DE VIAGENS E TURISMO LTDA;57.153.678/0001-21;CLJ-0567;Não;Sim;Não;25/12/2019;04/12/2019
MAGETUR AGENCIA DE VIAGENS E TURISMO LTDA;57.153.678/0001-21;CNI-3889;Não;Sim;Não;14/01/2020;04/12/2019
MAGETUR AGENCIA DE VIAGENS E TURISMO LTDA;57.153.678/0001-21;DBL-9495;Não;Sim;Não;04/09/2020;04/12/2019
MAGETUR AGENCIA DE VIAGENS E TURISMO LTDA;57.153.678/0001-21;DBL-9701;Não;Sim;Não;17/10/2020;04/12/2019
MAGETUR AGENCIA DE VIAGENS E TURISMO LTDA;57.153.678/0001-21;EWJ-6051;Não;Sim;Não;03/09/2020;04/12/2019
MAGETUR AGENCIA DE VIAGENS E TURISMO LTDA;57.153.678/0001-21;FEI-3868;Não;Sim;Não;17/10/2020;16/04/2020
MAGETUR AGENCIA DE VIAGENS E TURISMO LTDA;57.153.678/0001-21;FOS-2008;Não;Sim;Não;20/05/2020;04/12/2019
MAGETUR AGENCIA DE VIAGENS E TURISMO LTDA;57.153.678/0001-21;FRJ-4063;Não;Sim;Não;03/09/2020;04/12/2019
MAGETUR AGENCIA DE VIAGENS E TURISMO LTDA;57.153.678/0001-21;FYX-9096;Não;Sim;Não;17/10/2020;04/12/2019
MAGETUR AGENCIA DE VIAGENS E TURISMO LTDA;57.153.678/0001-21;GJV-8708;Não;Sim;Não;09/09/2020;04/12/2019
MAGETUR AGENCIA DE VIAGENS E TURISMO LTDA;57.153.678/0001-21;GXS-8265;Não;Sim;Não;11/04/2020;04/12/2019
MAGETUR AGENCIA DE VIAGENS E TURISMO LTDA;57.153.678/0001-21;HZA-4908;Não;Sim;Não;09/05/2020;04/12/2019
MAGGIO TRANSPORTADORA TURISTICA LTDA;05.434.082/0001-04;FLD-6211;Não;Sim;Não;04/04/2020;16/04/2020
MAGGIO TRANSPORTADORA TURISTICA LTDA;05.434.082/0001-04;HXH-9286;Não;Sim;Não;03/04/2020;16/04/2020
MAGIA DA SERRA TRANSPORTES EIRELI;03.042.162/0001-80;IWR-2610;Não;Sim;Não;19/06/2020;02/08/2020
MAGIC TRANSPORTES EIRELI;31.354.683/0001-09;EQN-1E50;Não;Sim;Não;26/03/2020;21/10/2020
MAGIC WORLD - TURISMO E TRANSPORTE LTDA - EPP;05.760.965/0001-04;MLT-8173;Não;Sim;Não;15/05/2020;19/05/2020
MAGIC WORLD - TURISMO E TRANSPORTE LTDA - EPP;05.760.965/0001-04;MLU-9572;Não;Sim;Não;10/07/2020;19/05/2020
MAGIC WORLD - TURISMO E TRANSPORTE LTDA - EPP;05.760.965/0001-04;MLW-8103;Não;Sim;Não;15/05/2020;19/05/2020
MAGIC WORLD - TURISMO E TRANSPORTE LTDA - EPP;05.760.965/0001-04;QHA-2002;Não;Sim;Não;16/05/2020;20/03/2020
MAGITOUR FRETAMENTO E LOCADORA LTDA;13.145.311/0001-90;EAA-9440;Não;Sim;Não;10/04/2020;20/03/2020
MAGITOUR FRETAMENTO E LOCADORA LTDA;13.145.311/0001-90;EGL-9371;Não;Sim;Não;12/11/2020;06/08/2020
MAGITOUR FRETAMENTO E LOCADORA LTDA;13.145.311/0001-90;FVL-5990;Não;Sim;Não;08/10/2020;18/10/2020
MAGITOUR FRETAMENTO E LOCADORA LTDA;13.145.311/0001-90;FYU-0046;Não;Sim;Não;08/10/2020;18/10/2020
MAGNO TRANSPORTES EIRELI;29.364.688/0001-70;NQY-3707;Não;Sim;Não;01/11/2020;11/06/2020
MAGTUR TURISMO E LOCADORA LTDA - ME;39.046.180/0001-88;DTC-1056;Não;Sim;Não;09/05/2020;10/05/2020
MAGTUR TURISMO E LOCADORA LTDA - ME;39.046.180/0001-88;EPU-4664;Não;Sim;Não;08/02/2020;24/01/2020
MAGTUR TURISMO E LOCADORA LTDA - ME;39.046.180/0001-88;FZA-2769;Não;Sim;Não;26/04/2020;10/05/2020
MAGTUR TURISMO E LOCADORA LTDA - ME;39.046.180/0001-88;HGJ-1191;Não;Sim;Não;27/05/2020;10/05/2020
MAGTUR TURISMO E LOCADORA LTDA - ME;39.046.180/0001-88;JGZ-3628;Não;Sim;Não;28/05/2020;10/05/2020
MAGTUR TURISMO E LOCADORA LTDA - ME;39.046.180/0001-88;LSE-9662;Não;Sim;Não;14/10/2020;09/10/2020
MAGTUR TURISMO E LOCADORA LTDA - ME;39.046.180/0001-88;LSI-5408;Não;Sim;Não;09/04/2020;27/03/2020
MAGTUR TURISMO E LOCADORA LTDA - ME;39.046.180/0001-88;LTA-0539;Não;Sim;Não;08/03/2020;08/02/2020
MAGUILA LOCADORA E TURISMO EIRELI;17.271.558/0001-04;FVT-6422;Não;Sim;Não;05/08/2020;06/08/2020
MAGUILA LOCADORA E TURISMO EIRELI;17.271.558/0001-04;LRA-2E64;Não;Sim;Não;01/10/2020;30/09/2020
MAGUILA LOCADORA E TURISMO EIRELI;17.271.558/0001-04;LSQ-5373;Não;Sim;Não;04/01/2020;13/02/2020
MAGUILA LOCADORA E TURISMO EIRELI;17.271.558/0001-04;RIO-3D70;Não;Sim;Não;11/11/2020;14/10/2020
MAI TRANSPORTES LTDA - EPP;11.189.794/0001-08;MCO-3396;Não;Sim;Não;18/04/2020;14/10/2020
MAIA TUR LTDA-ME;24.916.585/0001-52;CZC-0948;Não;Sim;Não;25/12/2019;21/06/2020
MAIQUINHO TURISMO LTDA.;18.366.643/0001-19;JAL-8967;Não;Sim;Não;18/09/2020;16/10/2020
MAIRA TUR LTDA;07.803.985/0001-32;KOQ-8287;Não;Sim;Não;12/11/2020;16/10/2020
MAIRA TUR LTDA;07.803.985/0001-32;MJO-1334;Não;Sim;Não;25/03/2020;21/06/2020
MAIRA TUR LTDA;07.803.985/0001-32;QIP-7774;Não;Sim;Não;23/05/2020;19/06/2020
MAIS VIAGENS SELMER LTDA;02.349.514/0001-82;BDC-0B74;Não;Sim;Não;03/05/2020;31/10/2020
MAIS VIAGENS SELMER LTDA;02.349.514/0001-82;BDN-2F23;Não;Sim;Não;15/10/2020;31/10/2020
MAJESTADE TURISMO LTDA - ME;23.627.279/0001-33;JXB-8802;Não;Sim;Não;09/09/2020;23/09/2020
MAJETUR VIAGENS LTDA - EPP;04.278.665/0001-12;QIE-8184;Não;Sim;Não;30/11/2019;15/09/2020
MAJETUR VIAGENS LTDA - EPP;04.278.665/0001-12;QIQ-2108;Não;Sim;Não;25/07/2020;15/09/2020
MAJTUR TRANSPORTES EIRELI;17.216.163/0001-09;CPG-8971;Não;Sim;Não;03/12/2019;03/12/2019
MALITUR TURISMO LTDA - ME;38.944.740/0001-59;BOG-8900;Não;Sim;Não;01/03/2020;25/10/2020
MALITUR TURISMO LTDA - ME;38.944.740/0001-59;BON-8600;Não;Sim;Não;12/11/2020;25/10/2020
MALITUR TURISMO LTDA - ME;38.944.740/0001-59;BVZ-9500;Não;Sim;Não;26/08/2020;25/10/2020
MALITUR TURISMO LTDA - ME;38.944.740/0001-59;BYA-8800;Não;Sim;Não;21/12/2019;25/10/2020
MALITUR TURISMO LTDA - ME;38.944.740/0001-59;CPU-1962;Não;Sim;Não;03/12/2019;25/10/2020
MALITUR TURISMO LTDA - ME;38.944.740/0001-59;CVN-3151;Não;Sim;Não;14/08/2020;25/10/2020
MALITUR TURISMO LTDA - ME;38.944.740/0001-59;EVU-5664;Não;Sim;Não;11/03/2020;25/10/2020
MALITUR TURISMO LTDA - ME;38.944.740/0001-59;EVU-5818;Não;Sim;Não;19/09/2020;25/10/2020
MALITUR TURISMO LTDA - ME;38.944.740/0001-59;EVU-5863;Não;Sim;Não;06/02/2020;25/10/2020
MALITUR TURISMO LTDA - ME;38.944.740/0001-59;FGW-7365;Não;Sim;Não;08/11/2020;25/10/2020
MALITUR TURISMO LTDA - ME;38.944.740/0001-59;FYV-3880;Não;Sim;Não;01/11/2020;25/10/2020
MALITUR TURISMO LTDA - ME;38.944.740/0001-59;FZT-4628;Não;Sim;Não;08/02/2020;25/10/2020
MALITUR TURISMO LTDA - ME;38.944.740/0001-59;JHX-1943;Não;Sim;Não;12/09/2020;25/10/2020
MALU LOCADORA E SERVICOS LTDA;13.520.790/0001-88;FIC-1120;Não;Sim;Não;23/05/2020;25/10/2020
MALU LOCADORA E SERVICOS LTDA;13.520.790/0001-88;FJO-2521;Não;Sim;Não;24/05/2020;25/10/2020
MALU LOCADORA E SERVICOS LTDA;13.520.790/0001-88;FTD-7751;Não;Sim;Não;23/05/2020;25/10/2020
MALU LOCADORA E SERVICOS LTDA;13.520.790/0001-88;HGJ-1457;Não;Sim;Não;02/07/2020;25/10/2020
MALU LOCADORA E SERVICOS LTDA;13.520.790/0001-88;LKU-7516;Não;Sim;Não;21/01/2020;25/10/2020
MALUKA TRANSPORTES LTDA - ME;28.114.728/0001-63;CDL-7414;Não;Sim;Não;28/01/2020;09/09/2020
MALUKA TRANSPORTES LTDA - ME;28.114.728/0001-63;IBP-9I34;Não;Sim;Não;13/03/2020;09/09/2020
MALUKA TRANSPORTES LTDA - ME;28.114.728/0001-63;IIM-7829;Não;Sim;Não;17/01/2020;07/05/2020
MALUKA TRANSPORTES LTDA - ME;28.114.728/0001-63;LXA-1H23;Não;Sim;Não;23/03/2020;07/05/2020
MALUKA TRANSPORTES LTDA - ME;28.114.728/0001-63;MXA-9J90;Não;Sim;Não;19/02/2020;18/02/2020
MANANCIAL TURISMO LTDA;11.139.381/0001-00;GPZ-9887;Não;Sim;Não;03/12/2019;15/05/2020
MANANCIAL TURISMO LTDA;11.139.381/0001-00;MRE-3068;Não;Sim;Não;26/02/2020;04/10/2020
MANCHINI TRANSPORTES E TURISMO LTDA -ME;04.460.545/0001-31;ASI-0473;Não;Sim;Não;12/12/2019;01/12/2019
MANCHINI TRANSPORTES E TURISMO LTDA -ME;04.460.545/0001-31;ATP-9402;Não;Sim;Não;15/10/2020;01/12/2019
MANCHINI TRANSPORTES E TURISMO LTDA -ME;04.460.545/0001-31;AVH-0430;Não;Sim;Não;12/12/2019;01/12/2019
MANCHINI TRANSPORTES E TURISMO LTDA -ME;04.460.545/0001-31;AVQ-6377;Não;Sim;Não;25/06/2020;01/12/2019
MANCHINI TRANSPORTES E TURISMO LTDA -ME;04.460.545/0001-31;AXO-1C72;Não;Sim;Não;18/04/2020;01/12/2019
MANCHINI TRANSPORTES E TURISMO LTDA -ME;04.460.545/0001-31;DAJ-8E18;Não;Sim;Não;08/03/2020;01/12/2019
MANCHINI TRANSPORTES E TURISMO LTDA -ME;04.460.545/0001-31;EQU-5025;Não;Sim;Não;09/05/2020;01/12/2019
MANCHINI TRANSPORTES E TURISMO LTDA -ME;04.460.545/0001-31;ETU-4A48;Não;Sim;Não;24/06/2020;01/12/2019
MANCHINI TRANSPORTES E TURISMO LTDA -ME;04.460.545/0001-31;FHE-2134;Não;Sim;Não;25/06/2020;01/12/2019
MANCHINI TRANSPORTES E TURISMO LTDA -ME;04.460.545/0001-31;HJR-5747;Não;Sim;Não;14/02/2020;01/12/2019
MANDITOURS VIAGENS LTDA - ME;05.304.056/0001-53;BAI-5467;Não;Sim;Não;07/01/2020;26/07/2020
MANFRIN GRASEL - ME;15.212.887/0001-59;AAY-9944;Não;Sim;Não;01/08/2020;23/08/2020
MANHÃES E GONÇALVES SERVIÇOS LTDA - ME;18.474.473/0001-96;KXA-7986;Não;Sim;Não;07/03/2020;14/12/2019
MANHÃES E GONÇALVES SERVIÇOS LTDA - ME;18.474.473/0001-96;LTI-6261;Não;Sim;Não;21/03/2020;16/03/2020
MANHÃES E GONÇALVES SERVIÇOS LTDA - ME;18.474.473/0001-96;LUL-8H09;Não;Sim;Não;06/09/2020;09/09/2020
MANHÃES E GONÇALVES SERVIÇOS LTDA - ME;18.474.473/0001-96;LUT-7I11;Não;Sim;Não;17/10/2020;17/10/2020
MANOEL BARBOSA LIMA LTDA;05.220.364/0001-09;LVV-1886;Não;Sim;Não;17/12/2019;03/01/2020
MANOEL BARBOSA LIMA LTDA;05.220.364/0001-09;PIK-0543;Não;Sim;Não;18/09/2020;03/12/2019
MANOEL BARBOSA LIMA LTDA;05.220.364/0001-09;PIK-0583;Não;Sim;Não;16/09/2020;03/12/2019
MANOEL BARBOSA LIMA LTDA;05.220.364/0001-09;QRP-9429;Não;Sim;Não;12/11/2020;03/12/2019
MANOEL BARBOSA LIMA LTDA;05.220.364/0001-09;QRP-9999;Não;Sim;Não;07/10/2020;03/12/2019
MANOEL DE MEDEIROS TRANSPORTES E LOCAÇÃO LTDA - ME;07.356.325/0001-50;FVO-8347;Não;Sim;Não;04/02/2020;05/08/2020
MANOEL DE MEDEIROS TRANSPORTES E LOCAÇÃO LTDA - ME;07.356.325/0001-50;JPY-6801;Não;Sim;Não;31/05/2020;05/06/2020
MANOEL DIAS FERREIRA 55000100506;29.266.985/0001-83;OUM-5I21;Não;Sim;Não;08/11/2020;27/10/2020
MANOEL GARCIA PESSOA LOCADORA DE VEICULOS LTDA;05.818.861/0001-03;DTA-7727;Não;Sim;Não;04/10/2020;27/10/2020
MANOEL GARCIA PESSOA LOCADORA DE VEICULOS LTDA;05.818.861/0001-03;DTC-4731;Não;Sim;Não;03/10/2020;27/10/2020
MANOEL GARCIA PESSOA LOCADORA DE VEICULOS LTDA;05.818.861/0001-03;EHE-5488;Não;Sim;Não;12/12/2019;21/01/2020
MANOEL GARCIA PESSOA LOCADORA DE VEICULOS LTDA;05.818.861/0001-03;EKH-7238;Não;Sim;Não;15/07/2020;26/08/2020
MANOEL GARCIA PESSOA LOCADORA DE VEICULOS LTDA;05.818.861/0001-03;EKH-7239;Não;Sim;Não;08/08/2020;03/09/2020
MANOEL GARCIA PESSOA LOCADORA DE VEICULOS LTDA;05.818.861/0001-03;EKH-7248;Não;Sim;Não;10/07/2020;27/10/2020
MANOEL GARCIA PESSOA LOCADORA DE VEICULOS LTDA;05.818.861/0001-03;EKH-7729;Não;Sim;Não;10/07/2020;26/08/2020
MANOEL GARCIA PESSOA LOCADORA DE VEICULOS LTDA;05.818.861/0001-03;EKH-7739;Não;Sim;Não;10/07/2020;03/09/2020
MANOEL GARCIA PESSOA LOCADORA DE VEICULOS LTDA;05.818.861/0001-03;EKH-7749;Não;Sim;Não;10/07/2020;06/09/2020
MANOEL GARCIA PESSOA LOCADORA DE VEICULOS LTDA;05.818.861/0001-03;EKH-9696;Não;Sim;Não;10/07/2020;06/09/2020
MANOEL GARCIA PESSOA LOCADORA DE VEICULOS LTDA;05.818.861/0001-03;EXG-3945;Não;Sim;Não;01/02/2020;07/02/2020
MANOEL GARCIA PESSOA LOCADORA DE VEICULOS LTDA;05.818.861/0001-03;EZY-4648;Não;Sim;Não;15/08/2020;30/08/2020
MANOEL GARCIA PESSOA LOCADORA DE VEICULOS LTDA;05.818.861/0001-03;EZY-6229;Não;Sim;Não;16/01/2020;22/01/2020
MANOEL GARCIA PESSOA LOCADORA DE VEICULOS LTDA;05.818.861/0001-03;FAF-9903;Não;Sim;Não;14/02/2020;13/02/2020
MANOEL GARCIA PESSOA LOCADORA DE VEICULOS LTDA;05.818.861/0001-03;FFA-4876;Não;Sim;Não;12/02/2020;13/02/2020
MANOEL GARCIA PESSOA LOCADORA DE VEICULOS LTDA;05.818.861/0001-03;FFW-9166;Não;Sim;Não;16/07/2020;15/08/2020
MANOEL GARCIA PESSOA LOCADORA DE VEICULOS LTDA;05.818.861/0001-03;FFW-9173;Não;Sim;Não;15/07/2020;30/08/2020
MANOEL GARCIA PESSOA LOCADORA DE VEICULOS LTDA;05.818.861/0001-03;FSE-1676;Não;Sim;Não;10/07/2020;30/08/2020
MANOEL GARCIA PESSOA LOCADORA DE VEICULOS LTDA;05.818.861/0001-03;FTR-1097;Não;Sim;Não;16/07/2020;30/08/2020
MANOEL GARCIA PESSOA LOCADORA DE VEICULOS LTDA;05.818.861/0001-03;FUQ-0663;Não;Sim;Não;31/05/2020;21/05/2020
MANOEL GARCIA PESSOA LOCADORA DE VEICULOS LTDA;05.818.861/0001-03;GDY-6544;Não;Sim;Não;10/05/2020;19/07/2020
MANOEL GARCIA PESSOA LOCADORA DE VEICULOS LTDA;05.818.861/0001-03;GGI-2328;Não;Sim;Não;14/02/2020;13/02/2020
