razao_social;cnpj;placa;servico_regular;servico_fretado;servico_semiurbano;data_validade_csv;validade_seguro;ano_fabricacao;categoria_veiculo;nr_assentos_categoria;nr_assentos;acessibilidade;tipo_veiculo
COOPERATIVA DOS PRESTADORES DE SERVICOS DE TRANSPORTE TURISTICO LTDA - COOPERTUR;26.616.239/0001-84;KNV-3933;Não;Sim;Não;2025-01-16;2025-05-14;2008;Executivo;28;28;Q - Cadeira de transbordo;Ônibus
VOYAGETUR - AGENCIA DE VIAGENS E TURISMO LTDA;05.831.143/0001-69;KNV-9F02;Não;Sim;Não;2025-06-28;2025-06-26;2009;Executivo;46;46;Q - Cadeira de transbordo;Ônibus
CANOA DA SERRA TURISMO E VIAGENS LTDA - ME;00.834.294/0001-57;KNW-3101;Não;Sim;Não;2025-05-23;2025-05-04;2009;Executivo;16;16;Sem Acessibilidade;Micro-ônibus
COOPERATIVA DE TRANSPORTE ESCOLAR E DE PESSOAL DE MINAS GERAIS - CTESPMG;07.492.727/0001-82;KNX-5A90;Não;Sim;Não;2025-04-22;2025-05-16;2010;Executivo;44;44;H - Cadeira de transbordo.;Ônibus
LEGUS TRANSPORTES E TURISMO LTDA;16.987.843/0001-63;KNY-2E27;Não;Sim;Não;2025-03-13;2025-02-26;2010;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
THAILA TUR TRANSPORTADORA TURISTICA LTDA;36.075.989/0001-40;KNY-3D94;Não;Sim;Não;2025-01-30;2025-03-14;2010;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
L. R. L. DE MORAES LTDA;44.617.901/0001-00;KNZ-2D63;Não;Sim;Não;2025-02-05;2025-06-27;2011;Executivo;47;47;H - Cadeira de transbordo.;Ônibus
CHB COMERCIO, TRANSPORTE E TURISMO LTDA - ME;13.797.546/0001-67;KNZ-2H96;Não;Sim;Não;2025-01-06;2025-02-02;2011;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
MACIEL TOUR LTDA;40.581.071/0001-40;KOA-5372;Não;Sim;Não;2025-05-09;2025-04-21;2011;Executivo;16;16;Sem Acessibilidade;Micro-ônibus
COOPERATIVA DE TRANSPORTE DE PASSAGEIROS E CARGAS, TURISMO E ESCOLAR DE MINAS GERAIS LTDA;40.564.531/0001-21;KOD-1521;Não;Sim;Não;2025-04-05;2025-02-05;1995;Executivo;53;53;Q - Cadeira de transbordo;Ônibus
COOPER AGUIA COOPERATIVA DE TRANSPORTE TURISMO FRETAMENTO E LOCACAO LTDA;30.465.848/0001-57;KOD-2J02;Não;Sim;Não;2024-12-24;2025-06-27;1996;Executivo;51;51;Sem Acessibilidade;Ônibus
WTUR VIAGENS LTDA;45.536.600/0001-07;KOD-2J03;Não;Sim;Não;2025-05-19;2025-06-20;1996;Executivo;44;44;Sem Acessibilidade;Ônibus
REIAL TURISMO LTDA;10.460.682/0001-79;KOE-7596;Não;Sim;Não;2025-02-20;2025-01-06;1995;Executivo;51;51;E - Dispositivo de acesso instalado no veículo, interligando este com a plataforma.;Ônibus
ANTONIO NERES FILHO TRANSPORTES LTDA;33.616.705/0001-97;KOL-0C96;Não;Sim;Não;2025-01-03;2025-01-03;2003;Executivo;50;50;Q - Cadeira de transbordo;Ônibus
PESS TRANSPORTES DE PESSOAS LTDA;43.176.813/0001-40;KOL-7J32;Não;Sim;Não;2025-05-02;2025-03-22;2011;Executivo;44;44;H - Cadeira de transbordo.;Ônibus
J. L. TURISMO LTDA;33.282.204/0001-11;KOL-8J63;Não;Sim;Não;2025-04-01;2025-04-25;1996;Executivo;50;50;Sem Acessibilidade;Ônibus
COOPERATIVA DE TRANSPORTE E LOCADORA DE VEICULOS DOS MOTORISTAS AUTONOMOS DE LAVRAS E REGIAO LTDA;05.292.426/0001-80;KOL-8J64;Não;Sim;Não;2025-01-04;2025-07-08;1996;Executivo;51;51;Sem Acessibilidade;Ônibus
PAULO S. Z. LOPES EIRELI - ME;21.463.300/0001-87;KOL-8J69;Não;Sim;Não;2025-02-26;2025-01-15;1996;Executivo;51;51;Sem Acessibilidade;Ônibus
TRANSCASSIO LTDA;22.370.928/0001-09;KOO-1437;Não;Sim;Não;2025-03-19;2025-01-20;1997;Executivo;51;51;Q - Cadeira de transbordo;Ônibus
IMPULSO TURISMO & TRANSPORTES LTDA;01.475.971/0001-50;KOO-1453;Não;Sim;Não;2025-06-13;2025-01-03;1997;Executivo;51;51;Sem Acessibilidade;Ônibus
CSPA SOLUÇÕES EM TRANSPORTE LTDA;17.178.947/0001-90;KOO-3G23;Não;Sim;Não;2025-05-22;2025-01-15;2011;Executivo;46;46;Q - Cadeira de transbordo;Ônibus
TOP RIO VIAGENS E TURISMO LTDA;32.305.500/0001-28;KOP-2879;Não;Sim;Não;2025-05-23;2025-02-20;2011;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
ALVORECER LOCACAO DE VEICULOS LTDA;07.173.874/0001-90;KOP-7C72;Não;Sim;Não;2025-01-15;2025-01-04;2011;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
EMPREENDIMENTOS G-QUATRO TURISMO E TRANSPORTE LTDA;07.961.187/0001-39;KOR-2H77;Não;Sim;Não;2025-01-05;2025-01-11;2011;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
PETROSLOG TURISTICA LTDA;04.294.225/0001-59;KOR-4113;Não;Sim;Não;2025-05-29;2025-05-17;2011;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
A. S. XAVIER DA SILVA FRETAMENTO LTDA;04.710.170/0001-10;KOR-6J86;Não;Sim;Não;2025-02-15;2025-06-25;2011;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
STELMAN TOUR TRANSPORTE RODOVIARIO DE PASSAGEIROS LTDA - ME;14.796.451/0001-91;KOS-3A83;Não;Sim;Não;2025-05-15;2025-01-13;2011;Executivo;32;32;H - Cadeira de transbordo.;Ônibus
N. M. GONCALVES JUNIOR AGENCIA DE VIAGENS E TURISMO EIRELI;11.115.381/0001-70;KOS-3H82;Não;Sim;Não;2025-01-16;2025-04-17;2011;Executivo;28;28;H - Cadeira de transbordo.;Ônibus
EVOLUTION TRANSPORTES E TURISMO EIRELI;16.593.819/0001-40;KOS-7272;Não;Sim;Não;2025-01-22;2025-01-19;2011;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
EMPRESA DE ONIBUS E TURISMO PEDRO ANTONIO LTDA;32.403.537/0001-99;KOS-7803;Não;Sim;Não;2025-05-20;2025-06-30;2011;Executivo;36;36;H - Cadeira de transbordo.;Ônibus
COOPTUR COOPERATIVA DE TRANSPORTES EM GERAL TURISTICOS & SERVICOS;23.841.160/0001-69;KOS-8A49;Não;Sim;Não;2025-06-28;2025-06-17;2012;Executivo;16;16;Sem Acessibilidade;Micro-ônibus
LORENA SILVA TRANSPORTES E TURISMO LTDA;34.712.400/0001-41;KOU-5E15;Não;Sim;Não;2025-04-03;2025-04-11;2011;Executivo;58;58;H - Cadeira de transbordo.;Ônibus
TITAN TURISMO LTDA;26.607.469/0001-87;KOU-9D10;Não;Sim;Não;2025-01-24;2025-01-28;2011;Executivo;45;45;H - Cadeira de transbordo.;Ônibus
HUMBERTO TRANSPORTE E TURISMO LTDA;27.944.373/0001-77;KOW-7C27;Não;Sim;Não;2025-03-22;2025-01-02;2012;Executivo;43;43;H - Cadeira de transbordo.;Ônibus
COOPERATIVA TRANSP.AUTON.DE PASSAG.RODOV.DE BARBACENA LTDA;04.192.094/0001-07;KOX-8F20;Não;Sim;Não;2025-01-31;2025-06-17;2012;Executivo;16;16;Sem Acessibilidade;Micro-ônibus
LIRIO DOS VALES TRANSPORTES E FRETAMENTO LTDA;02.615.012/0001-56;KOY-3J46;Não;Sim;Não;2025-07-04;2025-06-13;2012;Executivo;48;48;H - Cadeira de transbordo.;Ônibus
V&V TRANSPORTE LOCACAO E EVENTOS LTDA;13.477.074/0001-65;KPA-8B00;Não;Sim;Não;2025-07-04;2025-05-03;2012;Executivo;16;16;Sem Acessibilidade;Micro-ônibus
NOVA LIDERANCA RIO TURISMO LTDA;48.509.722/0001-00;KPA-9I53;Não;Sim;Não;2025-07-09;2025-01-11;2012;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
B M ESTEVES OLIVEIRA TRANSPORTES LTDA;18.174.852/0001-60;KPD-3J24;Não;Sim;Não;2025-06-22;2025-06-07;2010;Executivo;16;16;Sem Acessibilidade;Micro-ônibus
P.J. TRANSPORTE LOCAÇÃO EIRELI-ME;14.294.287/0001-14;KPE-0910;Não;Sim;Não;2025-05-26;2025-04-05;2008;Executivo;29;29;H - Cadeira de transbordo.;Ônibus
TRANSLEMES TRANSPORTES E TURISMO LTDA - ME;18.787.962/0001-06;KPE-4982;Não;Sim;Não;2025-03-17;2025-03-25;1996;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
OPÇÃO JCA TURISMO E FRETAMENTO LTDA;00.091.382/0001-06;KPG-9I55;Não;Sim;Não;2025-01-29;2025-03-28;2012;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
CEDRO LOCADORA ETRANSPORTADORA LTDA;11.243.817/0001-07;KPH-8F48;Não;Sim;Não;2025-01-10;2025-03-25;2013;Executivo;48;48;H - Cadeira de transbordo.;Ônibus
TOP RIO VIAGENS E TURISMO LTDA;32.305.500/0001-28;KPH-9517;Não;Sim;Não;2025-06-20;2025-02-20;2013;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
TRANSREZENDE LOCADORA DE VEICULOS LTDA;11.415.793/0001-26;KPI-6C05;Não;Sim;Não;2025-04-01;2025-01-12;2013;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
BEL TOUR TURISMO E TRANSPORTES LTDA;33.087.859/0001-39;KPI-8343;Não;Sim;Não;2025-06-05;2025-07-05;2013;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
R K TRANSPORTES E TURISMO LTDA;47.888.278/0001-00;KPJ-3A07;Não;Sim;Não;2025-02-21;2025-05-28;2000;Executivo;52;52;H - Cadeira de transbordo.;Ônibus
TOP RIO VIAGENS E TURISMO LTDA;32.305.500/0001-28;KPJ-6764;Não;Sim;Não;2025-06-28;2025-02-20;2013;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
TOP RIO VIAGENS E TURISMO LTDA;32.305.500/0001-28;KPJ-6965;Não;Sim;Não;2025-05-24;2025-02-20;2013;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
VALDEIR PEREIRA JACONDINO JUNIOR TRANSPORTES EIRELI;11.357.149/0001-49;KPK-1I11;Não;Sim;Não;2025-02-19;2025-01-17;2011;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
PANDA TRANSPORTES E TURISMO LTDA;25.206.666/0001-21;KPM-8C27;Não;Sim;Não;2025-04-26;2025-05-05;2009;Executivo;47;47;Q - Cadeira de transbordo;Ônibus
BEL TOUR TURISMO E TRANSPORTES LTDA;33.087.859/0001-39;KPO-5878;Não;Sim;Não;2025-06-07;2025-07-05;2013;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
TRANSPORTES E TURISMO MP LTDA;01.063.036/0001-87;KPP-8J36;Não;Sim;Não;2025-01-03;2025-03-27;2013;Executivo;26;26;Q - Cadeira de transbordo;Ônibus
AGNUS DEI LOCADORA LTDA;34.910.597/0001-23;KPR-9H90;Não;Sim;Não;2025-04-08;2025-04-08;2013;Executivo;16;16;Sem Acessibilidade;Micro-ônibus
DUTRA TUR TURISMO DE PRADOS LTDA;35.983.515/0001-33;KPT-1A78;Não;Sim;Não;2024-12-24;2025-03-02;2008;Executivo;51;51;Q - Cadeira de transbordo;Ônibus
COOPTAE-COOPERATIVA DOS MOTORISTAS DE TRANSPORTE ALTERNATIVO E ESCOLAR DE MURIAE LTDA;04.791.426/0001-61;KPU-3B96;Não;Sim;Não;2025-01-31;2025-05-20;2012;Executivo;16;16;Sem Acessibilidade;Micro-ônibus
ARAUJO & SILVA TRANSPORTES LTDA;28.007.347/0001-85;KPU-7C41;Não;Sim;Não;2025-02-19;2025-02-28;2013;Executivo;16;16;Sem Acessibilidade;Micro-ônibus
LOG RIO TRANSPORTE E TURISMO LTDA;26.198.828/0001-90;KPU-9A30;Não;Sim;Não;2025-06-22;2025-02-23;2017;Executivo;47;47;H - Cadeira de transbordo.;Ônibus
BIDUBUS TRANSPORTADORA TURISTICA LTDA;36.434.571/0001-81;KPW-0F64;Não;Sim;Não;2025-05-13;2025-01-08;2007;Executivo;51;51;H - Cadeira de transbordo.;Ônibus
BEL TOUR TURISMO E TRANSPORTES LTDA;33.087.859/0001-39;KPW-8906;Não;Sim;Não;2025-02-02;2025-07-05;2014;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
BEL TOUR TURISMO E TRANSPORTES LTDA;33.087.859/0001-39;KPW-9291;Não;Sim;Não;2025-06-13;2025-07-05;2014;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
BEL TOUR TURISMO E TRANSPORTES LTDA;33.087.859/0001-39;KPX-3233;Não;Sim;Não;2025-06-07;2025-07-05;2014;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
BIAVATUR EXCURSOES LTDA;28.800.409/0001-01;KPX-5C84;Não;Sim;Não;2025-05-22;2025-05-23;2012;Executivo;44;44;H - Cadeira de transbordo.;Ônibus
LOGIMAC SERVIÇOS LTDA - ME;06.078.204/0001-21;KPY-6H33;Não;Sim;Não;2025-01-20;2025-05-07;2013;Executivo;20;20;Sem Acessibilidade;Micro-ônibus
BORSARI TUR TURISMO LTDA;21.686.048/0001-75;KPZ-8G24;Não;Sim;Não;2025-05-08;2025-02-08;2013;Executivo;16;16;Sem Acessibilidade;Micro-ônibus
COOPER AGUIA COOPERATIVA DE TRANSPORTE TURISMO FRETAMENTO E LOCACAO LTDA;30.465.848/0001-57;KQB-7J79;Não;Sim;Não;2025-03-20;2025-03-09;2013;Executivo;16;16;Sem Acessibilidade;Micro-ônibus
SIDENIR ALDERICO TONIAL & CIA LTDA - ME;17.855.348/0001-63;KQF-0D12;Não;Sim;Não;2025-06-03;2025-06-19;2004;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
JK NASCIMENTO TRANSPORTE E TURISMO LTDA;18.667.104/0001-10;KQK-0D34;Não;Sim;Não;2025-05-04;2025-05-17;2006;Executivo;29;29;Q - Cadeira de transbordo;Ônibus
BARROSTUR LOGISTICA LTDA;05.310.718/0001-06;KQK-4D00;Não;Sim;Não;2025-05-27;2025-07-05;2012;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
PONTUAL AGENCIA DE VIAGENS E TURISMO LTDA;42.012.541/0001-80;KQK-4G97;Não;Sim;Não;2025-02-23;2025-02-26;2013;Executivo;16;16;Sem Acessibilidade;Micro-ônibus
MARCELO HENRIQUE DE CARVALHO EIRELI - ME;21.752.941/0001-51;KQL-8I44;Não;Sim;Não;2025-05-28;2025-04-03;2010;Executivo;50;50;H - Cadeira de transbordo.;Ônibus
P.J. TRANSPORTE LOCAÇÃO EIRELI-ME;14.294.287/0001-14;KQP-7529;Não;Sim;Não;2025-03-04;2025-03-04;2012;Executivo;27;27;H - Cadeira de transbordo.;Ônibus
LOPES TURISMO LTDA;17.813.911/0001-30;KQQ-9G26;Não;Sim;Não;2025-07-01;2024-12-22;2014;Executivo;41;41;H - Cadeira de transbordo.;Ônibus
SANYO TOUR TRANSPORTES E LOCACAO DE VEICULOS LTDA;05.879.925/0001-78;KQR-9D40;Não;Sim;Não;2025-04-12;2025-06-01;2014;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
COOPERSIND COOPERATIVA DE TRANSPORTES DE CARGAS, PASSAGEIROS, ESCOLAR E TURISMO DE MINAS GERAIS;20.375.162/0001-11;KQR-9E07;Não;Sim;Não;2025-03-06;2025-03-07;2014;Executivo;16;16;Sem Acessibilidade;Micro-ônibus
T F S TRANSPORTE E TURISMO LTDA;29.601.116/0001-68;KQS-6D28;Não;Sim;Não;2025-06-26;2025-06-02;2014;Executivo;44;44;H - Cadeira de transbordo.;Ônibus
AAVA LOCACOES E TRANSPORTES LTDA;18.087.315/0001-83;KQT-3C46;Não;Sim;Não;2025-05-08;2025-01-12;2014;Executivo;48;48;H - Cadeira de transbordo.;Ônibus
S XAVIER FERREIRA LTDA;33.824.064/0001-66;KQU-2F05;Não;Sim;Não;2025-02-22;2025-05-23;2013;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
SANTA LUZIA TRANSPORTES E TURISMO LTDA;83.180.943/0001-70;KQU-4F60;Não;Sim;Não;2025-07-03;2025-06-24;2014;Executivo;47;47;H - Cadeira de transbordo.;Ônibus
E. C. G. TRANSPORTES LTDA;15.002.464/0001-04;KQV-5J12;Não;Sim;Não;2025-01-31;2025-06-19;2014;Executivo;16;16;H - Cadeira de transbordo.;Micro-ônibus
WM ELICEN TRANSPORTE E TURISMO LTDA;29.655.408/0001-83;KQV-6C54;Não;Sim;Não;2025-05-22;2025-05-25;2015;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
BINDER TRANSPORTE E TURISMO LTDA;24.483.967/0001-30;KQV-8B67;Não;Sim;Não;2025-06-24;2025-05-31;2014;Executivo;19;19;Sem Acessibilidade;Micro-ônibus
AUTO VIACAO CIRCULARE POCOS DE CALDAS LTDA;07.190.108/0001-33;KQW-2I40;Não;Sim;Não;2025-01-17;2024-12-23;2013;Executivo;26;26;H - Cadeira de transbordo.;Ônibus
JOSE CARLOS OLIVEIRA TRANSPORTES BRASIL LTDA;04.351.650/0001-32;KQW-5C50;Não;Sim;Não;2025-05-29;2025-01-04;2015;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
LANNES TOUR TRANSPORTES LTDA;18.119.836/0001-75;KQW-7D48;Não;Sim;Não;2025-03-04;2025-03-13;2014;Executivo;44;44;H - Cadeira de transbordo.;Ônibus
VIACAO EZEQ TUR EIRELI - ME;28.215.750/0001-08;KRA-4D41;Não;Sim;Não;2025-06-06;2025-05-28;2011;Executivo;16;16;Q - Cadeira de transbordo;Micro-ônibus
TRANS VIP TRANSPORTES E TURISMO LTDA;20.593.977/0001-77;KRA-9F53;Não;Sim;Não;2025-02-01;2025-04-18;2015;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
MMK TRANSPORTES LTDA;13.353.134/0001-38;KRD-4J39;Não;Sim;Não;2025-02-27;2025-04-27;1998;Executivo;47;47;Sem Acessibilidade;Ônibus
LIZIANE BOBIKA TRANSPORTES - EIRELI;05.242.489/0001-21;KRD-6G34;Não;Sim;Não;2025-02-27;2025-04-05;1998;Convencional;40;40;Q - Cadeira de transbordo;Ônibus
XANDE TURISMO E TRANSPORTE LTDA;01.712.420/0001-63;KRF-5G01;Não;Sim;Não;2025-05-10;2025-02-23;2012;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
COOPER AGUIA COOPERATIVA DE TRANSPORTE TURISMO FRETAMENTO E LOCACAO LTDA;30.465.848/0001-57;KRG-5B41;Não;Sim;Não;2025-03-02;2025-03-04;2015;Executivo;16;16;Sem Acessibilidade;Micro-ônibus
STEJA TURISMO LTDA - ME;16.989.898/0001-02;KRH-2842;Não;Sim;Não;2025-06-25;2024-12-26;2015;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
TAVARES TURISMO LTDA;55.135.785/0001-00;KRH-5B77;Não;Sim;Não;2025-07-02;2025-07-03;2015;Executivo;16;16;Sem Acessibilidade;Micro-ônibus
TINGA VIAGENS, TURISMO E TRANSPORTES LTDA;10.560.794/0001-00;KRI-2498;Não;Sim;Não;2025-03-01;2025-02-14;2012;Executivo;48;48;H - Cadeira de transbordo.;Ônibus
RCTUR TURISMO EIRELI;33.079.134/0001-07;KRJ-8346;Não;Sim;Não;2025-05-18;2024-12-29;1999;Executivo;50;50;Q - Cadeira de transbordo;Ônibus
CECLA LOCADORA DE VEICULOS LTDA;07.464.157/0001-17;KRJ-9274;Não;Sim;Não;2025-06-03;2025-05-29;1999;Executivo;53;53;Q - Cadeira de transbordo;Ônibus
FREITAS & DINIZ LOCADORA DE AUTOMOVEIS LTDA;17.192.747/0001-91;KRL-4B24;Não;Sim;Não;2025-05-02;2025-01-18;2015;Executivo;31;31;H - Cadeira de transbordo.;Ônibus
NOVACOOPER-COOPERATIVA DOS MOTORISTAS AUTONOMOS DE RESENDE L;03.410.650/0001-01;KRN-4G23;Não;Sim;Não;2024-12-22;2025-01-08;2016;Executivo;16;16;Sem Acessibilidade;Micro-ônibus
LIGSMAR ANTONIO ARRIGONI LTDA;35.842.536/0001-39;KRO-3519;Não;Sim;Não;2025-03-27;2025-02-19;2014;Executivo;44;44;H - Cadeira de transbordo.;Ônibus
STAR PRIME TOUR LTDA;25.127.338/0001-30;KRO-5F83;Não;Sim;Não;2025-02-28;2025-02-06;2015;Executivo;20;20;Sem Acessibilidade;Micro-ônibus
COOPERATIVA DE TRANSPORTE ESCOLAR E DE PESSOAL DE MINAS GERAIS - CTESPMG;07.492.727/0001-82;KRP-2G83;Não;Sim;Não;2025-06-07;2025-06-06;2016;Executivo;16;16;Sem Acessibilidade;Micro-ônibus
VIACAO A & B LTDA;07.737.857/0001-38;KRR-0148;Não;Sim;Não;2025-01-31;2024-12-21;2005;Executivo;24;24;Q - Cadeira de transbordo;Ônibus
POWER MIX TRANSPORTE RODOVIARIO LTDA;14.797.979/0001-85;KRT-1916;Não;Sim;Não;2025-03-25;2025-07-05;2016;Executivo;20;20;H - Cadeira de transbordo.;Micro-ônibus
R.P. SANTOS LOG E TUR LTDA;26.398.202/0001-27;KRV-6G14;Não;Sim;Não;2025-03-12;2025-01-18;2016;Executivo;46;46;Q - Cadeira de transbordo;Ônibus
LEOPOLDINA TURISMO LTDA;19.765.734/0001-90;KRW-7D32;Não;Sim;Não;2025-06-13;2025-01-10;2017;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
TRANSMARGOO TURISMO E FRETAMENTO LTDA;04.833.584/0001-37;KRY-6404;Não;Sim;Não;2025-02-07;2025-06-20;2017;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
COOPER AGUIA COOPERATIVA DE TRANSPORTE TURISMO FRETAMENTO E LOCACAO LTDA;30.465.848/0001-57;KRZ-7I52;Não;Sim;Não;2025-05-18;2025-05-25;2017;Executivo;16;16;Sem Acessibilidade;Micro-ônibus
DANILO JOSE DA COSTA & CIA LTDA;07.679.958/0001-08;KTG-9A43;Não;Sim;Não;2025-04-22;2025-04-13;1993;Executivo;47;47;Sem Acessibilidade;Ônibus
CIUFFI TRANSPORTE E TURISMO LTDA - TRANSPORTADORA TURÍSTICA;66.463.621/0001-10;KTL-7363;Não;Sim;Não;2025-03-10;2024-12-26;1993;Executivo;49;49;Sem Acessibilidade;Ônibus
TRANSBAGAGI EIRELI;07.803.833/0001-30;KUB-6C20;Não;Sim;Não;2025-03-26;2025-05-15;2003;Executivo;45;45;Q - Cadeira de transbordo;Ônibus
CANOA DA SERRA TURISMO E VIAGENS LTDA - ME;00.834.294/0001-57;KUG-8711;Não;Sim;Não;2025-01-16;2025-05-04;2004;Executivo;25;25;H - Cadeira de transbordo.;Ônibus
TRANSPORTES TOMAZ LTDA;91.239.988/0001-00;KUV-3E23;Não;Sim;Não;2025-04-29;2025-01-04;2007;Executivo;45;45;Q - Cadeira de transbordo;Ônibus
EXPRESSO NOVA BARRA TURISTICA LTDA;03.340.967/0001-00;KUV-3H09;Não;Sim;Não;2024-12-28;2025-06-21;2007;Executivo;44;44;Q - Cadeira de transbordo;Ônibus
T F S TRANSPORTE E TURISMO LTDA;29.601.116/0001-68;KUX-6I67;Não;Sim;Não;2025-04-11;2025-03-07;2008;Executivo;46;46;P - Instalação de plataforma elevatória veicular ;Ônibus
ARLU TRANSPORTES E TURISMO LTDA;38.822.358/0001-72;KUX-9A13;Não;Sim;Não;2025-05-01;2025-04-06;2008;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
CANOA DA SERRA TURISMO E VIAGENS LTDA - ME;00.834.294/0001-57;KVA-9965;Não;Sim;Não;2025-03-04;2025-05-04;2008;Executivo;44;44;H - Cadeira de transbordo.;Ônibus
RIO NOVO TURISMO LTDA;06.120.476/0001-42;KVC-4231;Não;Sim;Não;2025-06-09;2025-01-16;2008;Executivo;28;28;Q - Cadeira de transbordo;Ônibus
MIYUKI TRANSPORTES E TURISMO LTDA;29.063.309/0001-02;KVC-7B93;Não;Sim;Não;2025-02-02;2025-01-31;2009;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
CASTEL-TUR TURISMO LTDA - EPP;00.318.401/0001-94;KVE-8G78;Não;Sim;Não;2025-06-17;2024-12-28;2009;Executivo;51;51;H - Cadeira de transbordo.;Ônibus
MINAS VIAGENS E TURISMO LTDA;05.567.146/0001-37;KVF-2181;Não;Sim;Não;2025-05-12;2025-06-19;2007;Executivo;46;46;Q - Cadeira de transbordo;Ônibus
ANA PAULA M. DE ALMEIDA TRANSPORTE LTDA;29.791.364/0001-19;KVF-9E52;Não;Sim;Não;2025-07-09;2025-01-04;2010;Executivo;46;46;Q - Cadeira de transbordo;Ônibus
JURAS TRANSPORTES E TURISMO EIRELI;26.477.205/0001-56;KVH-6D31;Não;Sim;Não;2025-07-03;2024-12-22;2010;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
TAVARES TURISMO LTDA;55.135.785/0001-00;KVH-8262;Não;Sim;Não;2025-01-02;2025-06-28;2010;Executivo;16;16;Sem Acessibilidade;Micro-ônibus
XANDY TURISMO EIRELI;34.923.553/0001-38;KVJ-8H16;Não;Sim;Não;2025-03-08;2025-05-19;2010;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
MAGI VIAGENS E NEGOCIOS LTDA;36.850.003/0001-61;KVN-1D36;Não;Sim;Não;2025-01-09;2025-01-08;2004;Executivo;51;51;Q - Cadeira de transbordo;Ônibus
RIO DE LUXE SHUTTLE TRANSPORTE LTDA;17.377.408/0001-80;KVO-7H95;Não;Sim;Não;2025-04-12;2025-02-19;2011;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
RIO DE LUXE SHUTTLE TRANSPORTE LTDA;17.377.408/0001-80;KVO-7H96;Não;Sim;Não;2025-01-11;2025-02-19;2011;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
TOP RIO VIAGENS E TURISMO LTDA;32.305.500/0001-28;KVO-8938;Não;Sim;Não;2025-06-08;2025-02-20;2011;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
GRUTAS MIRADAIRE - TOUR TRANSPORTES LTDA;04.211.092/0001-00;KVO-9786;Não;Sim;Não;2025-07-01;2025-04-28;2011;Executivo;42;42;H - Cadeira de transbordo.;Ônibus
5S TUR LTDA;04.501.910/0001-09;KVR-5G95;Não;Sim;Não;2025-04-30;2025-01-15;2011;Executivo;50;50;H - Cadeira de transbordo.;Ônibus
RIO TRANSPORTE TERRESTRE LOCADORA LTDA;31.688.343/0001-14;KVR-7J89;Não;Sim;Não;2025-06-18;2024-12-31;2011;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
DOM BOSCO TURISMO E TRANSPORTES LTDA;28.361.483/0001-79;KVS-4550;Não;Sim;Não;2025-05-06;2025-04-24;2011;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
LUCASTUR TRANSPORTES LTDA;32.528.905/0001-25;KVW-4H63;Não;Sim;Não;2025-05-10;2025-05-10;2010;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
MICKEY VIAGENS LTDA;35.728.022/0001-57;KVY-1J19;Não;Sim;Não;2025-04-09;2025-03-20;2007;Executivo;47;47;Q - Cadeira de transbordo;Ônibus
GOMES E FORTINI TRANSPORTES, COMERCIO E TURISMO EIRELI;04.345.226/0001-85;KVY-7E33;Não;Sim;Não;2025-05-13;2025-04-09;2013;Executivo;44;44;H - Cadeira de transbordo.;Ônibus
