razao_social;cnpj;placa;servico_regular;servico_fretado;servico_semiurbano;data_validade_csv;validade_seguro;ano_fabricacao;categoria_veiculo;nr_assentos_categoria;nr_assentos;acessibilidade;tipo_veiculo
RIO TROPICAL TRANSPORTES SOCIEDADE UNIPESSOAL LTDA;26.675.546/0001-36;SCO-6I85;Não;Sim;Não;2025-07-10;2025-08-09;2023;Executivo;32;32;E - Dispositivo de acesso instalado no veículo, interligando este com a plataforma.;Ônibus
RIO VERMELHO TURISMO E VIAGENS LTDA;07.763.784/0001-59;MRN-6F89;Não;Sim;Não;2025-10-08;2025-09-23;2014;Executivo;63;63;H - Cadeira de transbordo.;Ônibus
RIO VERMELHO TURISMO E VIAGENS LTDA;07.763.784/0001-59;PFY-8E62;Não;Sim;Não;2025-09-11;2025-09-23;2011;Executivo;48;48;H - Cadeira de transbordo.;Ônibus
RIOBRANQUENSE TUR TRANSPORTES EIRELI;32.946.342/0001-95;CYB-7A70;Não;Sim;Não;2025-01-23;2025-07-12;1999;Executivo;29;29;Q - Cadeira de transbordo;Ônibus
RIONETUR TRANSPORTES LTDA - ME;00.118.709/0001-96;CQH-9259;Não;Sim;Não;2025-01-02;2025-08-27;1999;Executivo;41;41;Q - Cadeira de transbordo;Ônibus
RIONETUR TRANSPORTES LTDA - ME;00.118.709/0001-96;IWU-1F04;Não;Sim;Não;2025-07-03;2025-08-27;2014;Executivo;59;59;H - Cadeira de transbordo.;Ônibus
RIONETUR TRANSPORTES LTDA - ME;00.118.709/0001-96;JCM-1D17;Não;Sim;Não;2025-08-26;2025-08-27;2012;Executivo;59;59;H - Cadeira de transbordo.;Ônibus
RIONETUR TRANSPORTES LTDA - ME;00.118.709/0001-96;SEL-3F26;Não;Sim;Não;2025-06-12;2025-08-27;2023;Executivo;16;16;Q - Cadeira de transbordo;Micro-ônibus
RIONETUR TRANSPORTES LTDA - ME;00.118.709/0001-96;SEM-3B89;Não;Sim;Não;2025-08-22;2025-08-27;2022;Executivo;16;16;H - Cadeira de transbordo.;Micro-ônibus
RIONETUR TRANSPORTES LTDA - ME;00.118.709/0001-96;SEY-3C15;Não;Sim;Não;2025-11-07;2025-08-27;2022;Executivo;18;18;Sem Acessibilidade;Micro-ônibus
RIOPEDRENSE TRANSPORTE TURISTICO E LOCACOES LTDA;96.505.268/0001-54;AYN-2B13;Não;Sim;Não;2025-09-10;2025-08-28;2011;Executivo;47;47;H - Cadeira de transbordo.;Ônibus
RIOPEDRENSE TRANSPORTE TURISTICO E LOCACOES LTDA;96.505.268/0001-54;HJK-4922;Não;Sim;Não;2025-08-12;2025-08-28;2011;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
RIOPEDRENSE TRANSPORTE TURISTICO E LOCACOES LTDA;96.505.268/0001-54;MEX-8616;Não;Sim;Não;2025-03-10;2025-08-28;2008;Executivo;46;46;Q - Cadeira de transbordo;Ônibus
RIOSUDESTE TRANSPORTE E TURISMO EIRELI;15.782.985/0001-21;RKL-1I78;Não;Sim;Não;2025-11-06;2025-10-06;2019;Executivo;16;16;Sem Acessibilidade;Micro-ônibus
RIOVIP CAR TRANSPORTES E TURISMO LTDA -ME;16.754.511/0001-39;KXL-9076;Não;Sim;Não;2025-11-11;2025-06-20;2017;Executivo;16;16;Sem Acessibilidade;Micro-ônibus
RIOVIP CAR TRANSPORTES E TURISMO LTDA -ME;16.754.511/0001-39;LTP-9G81;Não;Sim;Não;2025-07-29;2025-03-18;2018;Executivo;20;20;Sem Acessibilidade;Micro-ônibus
RIOVIP CAR TRANSPORTES E TURISMO LTDA -ME;16.754.511/0001-39;RJM-5B78;Não;Sim;Não;2025-01-17;2025-11-09;2021;Executivo;16;16;Sem Acessibilidade;Micro-ônibus
RIOVIP CAR TRANSPORTES E TURISMO LTDA -ME;16.754.511/0001-39;RJP-0C09;Não;Sim;Não;2025-09-10;2025-09-26;2019;Executivo;16;16;Sem Acessibilidade;Micro-ônibus
RISONALDO OSORIO COSTA LTDA;20.521.127/0001-63;CUB-0C40;Não;Sim;Não;2025-04-02;2025-10-02;2008;Executivo;32;32;H - Cadeira de transbordo.;Ônibus
RISSATO TRANSPORTES E TURISMO LTDA;35.635.706/0001-04;EBJ-8C10;Não;Sim;Não;2025-11-25;2025-01-03;2019;Executivo;19;19;Sem Acessibilidade;Micro-ônibus
RITA DE CASSIA LIMA FERREIRA & CIA LTDA;07.587.282/0001-14;BFZ-7F06;Não;Sim;Não;2025-11-11;2025-10-10;2011;Executivo;47;47;H - Cadeira de transbordo.;Ônibus
RITA DE CASSIA LIMA FERREIRA & CIA LTDA;07.587.282/0001-14;CSK-2I93;Não;Sim;Não;2025-11-22;2025-10-10;2011;Executivo;47;47;H - Cadeira de transbordo.;Ônibus
RITA DE CASSIA LIMA FERREIRA & CIA LTDA;07.587.282/0001-14;GAR-3G65;Não;Sim;Não;2025-01-30;2025-10-10;2019;Executivo;19;19;Sem Acessibilidade;Micro-ônibus
RIVAIR & RIVAEL LTDA;50.456.256/0001-86;MRI-0E61;Não;Sim;Não;2025-01-04;2025-11-28;2001;Executivo;47;47;Q - Cadeira de transbordo;Ônibus
RIVETUR AGENCIA DE VIAGENS E TURISMO LTDA;12.832.303/0001-50;AIK-0J47;Não;Sim;Não;2025-04-22;2025-09-01;1998;Executivo;47;47;Q - Cadeira de transbordo;Ônibus
RIVIERA TRANSPORTE E TURISMO LTDA;40.918.288/0001-00;AXT-1B39;Não;Sim;Não;2025-02-07;2025-07-25;2013;Executivo;50;50;H - Cadeira de transbordo.;Ônibus
RIVIERA TRANSPORTE E TURISMO LTDA;40.918.288/0001-00;BBR-5G52;Não;Sim;Não;2025-11-18;2025-07-25;2017;Executivo;56;56;H - Cadeira de transbordo.;Ônibus
RIVIERA TRANSPORTE E TURISMO LTDA;40.918.288/0001-00;KVT-5J02;Não;Sim;Não;2025-10-23;2025-07-25;2012;Executivo;62;62;H - Cadeira de transbordo.;Ônibus
RIZALVA GUEDES TEIXEIRA LTDA;37.195.603/0001-04;RZY-7J29;Não;Sim;Não;2025-10-23;2025-08-10;2022;Executivo;21;21;Sem Acessibilidade;Micro-ônibus
RIZZO TRANSPORTE E FRETAMENTO LTDA;02.287.179/0001-35;MGB-3J19;Não;Sim;Não;2025-03-13;2025-11-07;2007;Executivo;59;59;Q - Cadeira de transbordo;Ônibus
RJ PRODUCOES ARTISTICAS LTDA;06.847.897/0001-70;QTZ-3G94;Não;Sim;Não;2025-12-17;2025-02-28;2019;Executivo;21;21;Sem Acessibilidade;Micro-ônibus
RJ TUR TRANSPORTES LTDA;30.062.286/0001-09;AVZ-6G95;Não;Sim;Não;2025-08-20;2025-07-23;2012;Executivo;16;16;Sem Acessibilidade;Micro-ônibus
RJ TUR TRANSPORTES LTDA;30.062.286/0001-09;MDK-4F63;Não;Sim;Não;2025-05-06;2025-11-08;2006;Executivo;46;46;Q - Cadeira de transbordo;Ônibus
RJG SERVIÇOS DE TRANSPORTE RODOVIARIO EIRELI;00.860.573/0001-95;ISE-3E80;Não;Sim;Não;2025-10-10;2025-12-03;2011;Executivo;51;51;H - Cadeira de transbordo.;Ônibus
RJS TURISMO E FRETAMENTO LTDA;18.848.430/0001-23;FSK-6B26;Não;Sim;Não;2025-08-08;2025-01-03;2022;Executivo;19;19;Sem Acessibilidade;Micro-ônibus
RJT TURISMO LTDA;44.997.760/0001-90;GCE-9D65;Não;Sim;Não;2025-10-17;2025-10-04;2020;Executivo;19;19;Sem Acessibilidade;Micro-ônibus
RLG TRANSPORTES LTDA;10.446.591/0001-89;QQM-8700;Não;Sim;Não;2025-11-12;2025-11-12;2018;Executivo;16;16;Sem Acessibilidade;Micro-ônibus
RM AGENCIA DE VIAGENS CONSERVACAO E TRANSPORTES TERESTRE LTDA;12.646.630/0001-17;KOL-7J52;Não;Sim;Não;2025-07-23;2025-04-10;2011;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
RM AGENCIA DE VIAGENS CONSERVACAO E TRANSPORTES TERESTRE LTDA;12.646.630/0001-17;LUF-3B91;Não;Sim;Não;2025-07-23;2025-04-10;2010;Executivo;46;46;Q - Cadeira de transbordo;Ônibus
RM TRANSPORTES LTDA;03.014.234/0001-86;NZK-6B38;Não;Sim;Não;2025-10-04;2024-12-25;2011;Executivo;49;49;H - Cadeira de transbordo.;Ônibus
RM TRANSPORTES LTDA;03.014.234/0001-86;OFF-0398;Não;Sim;Não;2025-07-24;2024-12-25;2011;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
RM TRANSTUR TRANSPORTE E TURISMO RENT A CAR EIRELI;36.742.585/0001-62;SAA-4D50;Não;Sim;Não;2025-10-22;2025-10-28;2021;Executivo;16;16;Sem Acessibilidade;Micro-ônibus
RM TUR TRANSPORTE RODOVIARIO DE PESSOAS LTDA;07.975.403/0001-03;JBB-4J07;Não;Sim;Não;2025-01-09;2025-12-14;2021;Executivo;18;18;Sem Acessibilidade;Micro-ônibus
RM TUR TRANSPORTE RODOVIARIO DE PESSOAS LTDA;07.975.403/0001-03;JBI-7D42;Não;Sim;Não;2025-01-09;2025-07-12;2021;Executivo;16;16;Sem Acessibilidade;Micro-ônibus
RM TUR TRANSPORTE RODOVIARIO DE PESSOAS LTDA;07.975.403/0001-03;LRF-3051;Não;Sim;Não;2025-09-13;2025-02-01;2010;Executivo;47;47;H - Cadeira de transbordo.;Ônibus
RM TURISMO E VIAGENS LTDA;52.470.794/0001-50;IKF-8A85;Não;Sim;Não;2025-02-09;2025-08-09;2001;Executivo;39;39;Q - Cadeira de transbordo;Ônibus
RMB TURISMO LTDA;46.370.673/0001-34;MCV-1F04;Não;Sim;Não;2025-02-22;2025-08-16;2005;Executivo;53;53;Q - Cadeira de transbordo;Ônibus
RMDS TRANSPORTES LTDA;41.562.791/0001-20;JKP-0988;Não;Não;Sim;2025-12-06;2024-12-21;2013;Executivo;37;37;C - Piso alto equipado com plataforma elevatória veicular;Ônibus
RMDS TRANSPORTES LTDA;41.562.791/0001-20;JKP-1048;Não;Não;Sim;2025-12-03;2024-12-21;2013;Executivo;37;37;C - Piso alto equipado com plataforma elevatória veicular;Ônibus
RMDS TRANSPORTES LTDA;41.562.791/0001-20;JKP-1558;Não;Não;Sim;2025-10-30;2024-12-21;2013;Executivo;37;37;C - Piso alto equipado com plataforma elevatória veicular;Ônibus
RMDS TRANSPORTES LTDA;41.562.791/0001-20;JKP-1668;Não;Não;Sim;2025-11-14;2024-12-21;2013;Executivo;37;37;C - Piso alto equipado com plataforma elevatória veicular;Ônibus
RMDS TRANSPORTES LTDA;41.562.791/0001-20;JKP-1G18;Não;Não;Sim;2025-01-11;2024-12-21;2013;Executivo;37;37;C - Piso alto equipado com plataforma elevatória veicular;Ônibus
RMDS TRANSPORTES LTDA;41.562.791/0001-20;JKP-2068;Não;Não;Sim;2025-11-07;2024-12-21;2013;Executivo;37;37;C - Piso alto equipado com plataforma elevatória veicular;Ônibus
RMDS TRANSPORTES LTDA;41.562.791/0001-20;JKP-2098;Não;Não;Sim;2025-01-09;2024-12-21;2013;Executivo;37;37;C - Piso alto equipado com plataforma elevatória veicular;Ônibus
RMDS TRANSPORTES LTDA;41.562.791/0001-20;JKP-2978;Não;Não;Sim;2025-12-10;2024-12-21;2013;Executivo;37;37;C - Piso alto equipado com plataforma elevatória veicular;Ônibus
RMDS TRANSPORTES LTDA;41.562.791/0001-20;JKP-3258;Não;Não;Sim;2025-12-03;2024-12-21;2013;Executivo;37;37;C - Piso alto equipado com plataforma elevatória veicular;Ônibus
RMDS TRANSPORTES LTDA;41.562.791/0001-20;JKP-3378;Não;Não;Sim;2025-02-06;2024-12-21;2013;Executivo;37;37;C - Piso alto equipado com plataforma elevatória veicular;Ônibus
RMDS TRANSPORTES LTDA;41.562.791/0001-20;JKP-3428;Não;Não;Sim;2025-11-05;2024-12-21;2013;Executivo;37;37;C - Piso alto equipado com plataforma elevatória veicular;Ônibus
RMDS TRANSPORTES LTDA;41.562.791/0001-20;JKP-3668;Não;Não;Sim;2025-11-14;2024-12-21;2013;Executivo;37;37;C - Piso alto equipado com plataforma elevatória veicular;Ônibus
RMDS TRANSPORTES LTDA;41.562.791/0001-20;JKP-3678;Não;Não;Sim;2025-11-14;2024-12-21;2013;Executivo;37;37;C - Piso alto equipado com plataforma elevatória veicular;Ônibus
RMDS TRANSPORTES LTDA;41.562.791/0001-20;JKP-3B78;Não;Não;Sim;2025-10-28;2025-01-21;2013;Executivo;37;37;C - Piso alto equipado com plataforma elevatória veicular;Ônibus
RMDS TRANSPORTES LTDA;41.562.791/0001-20;JKP-3F18;Não;Não;Sim;2025-01-03;2025-01-21;2013;Executivo;37;37;C - Piso alto equipado com plataforma elevatória veicular;Ônibus
RMDS TRANSPORTES LTDA;41.562.791/0001-20;JKP-3F58;Não;Não;Sim;2025-11-26;2025-01-21;2013;Executivo;37;37;C - Piso alto equipado com plataforma elevatória veicular;Ônibus
RMDS TRANSPORTES LTDA;41.562.791/0001-20;JKP-3G18;Não;Não;Sim;2025-11-27;2025-01-21;2013;Executivo;37;37;C - Piso alto equipado com plataforma elevatória veicular;Ônibus
RMDS TRANSPORTES LTDA;41.562.791/0001-20;JKP-4028;Não;Não;Sim;2025-11-05;2024-12-21;2013;Executivo;37;37;C - Piso alto equipado com plataforma elevatória veicular;Ônibus
RMDS TRANSPORTES LTDA;41.562.791/0001-20;JKP-5E48;Não;Não;Sim;2025-11-22;2025-01-21;2013;Executivo;37;37;C - Piso alto equipado com plataforma elevatória veicular;Ônibus
RMDS TRANSPORTES LTDA;41.562.791/0001-20;JKP-5H68;Não;Não;Sim;2025-11-29;2025-01-21;2013;Executivo;37;37;C - Piso alto equipado com plataforma elevatória veicular;Ônibus
RMDS TRANSPORTES LTDA;41.562.791/0001-20;KOP-7094;Não;Não;Sim;2025-09-19;2025-01-21;2011;Executivo;42;42;C - Piso alto equipado com plataforma elevatória veicular;Ônibus
RMDS TRANSPORTES LTDA;41.562.791/0001-20;KRS-4I07;Não;Não;Sim;2025-05-06;2025-01-21;2016;Executivo;39;39;C - Piso alto equipado com plataforma elevatória veicular;Ônibus
RMDS TRANSPORTES LTDA;41.562.791/0001-20;KXE-7F17;Não;Não;Sim;2025-05-27;2025-01-21;2016;Executivo;39;39;C - Piso alto equipado com plataforma elevatória veicular;Ônibus
RMDS TRANSPORTES LTDA;41.562.791/0001-20;KXE-7H91;Não;Não;Sim;2025-10-04;2025-01-21;2016;Executivo;41;41;C - Piso alto equipado com plataforma elevatória veicular;Ônibus
RMDS TRANSPORTES LTDA;41.562.791/0001-20;KXF-7E64;Não;Não;Sim;2025-05-27;2025-01-21;2016;Executivo;41;41;C - Piso alto equipado com plataforma elevatória veicular;Ônibus
RMDS TRANSPORTES LTDA;41.562.791/0001-20;KXF-7E69;Não;Não;Sim;2025-05-23;2025-01-21;2016;Executivo;41;41;C - Piso alto equipado com plataforma elevatória veicular;Ônibus
RMDS TRANSPORTES LTDA;41.562.791/0001-20;LQA-4970;Não;Não;Sim;2025-05-28;2025-01-21;2011;Executivo;42;42;C - Piso alto equipado com plataforma elevatória veicular;Ônibus
RMDS TRANSPORTES LTDA;41.562.791/0001-20;LSQ-6B04;Não;Não;Sim;2025-05-24;2025-01-21;2016;Executivo;41;41;C - Piso alto equipado com plataforma elevatória veicular;Ônibus
RMDS TRANSPORTES LTDA;41.562.791/0001-20;LSU-2G79;Não;Não;Sim;2025-05-06;2025-01-21;2016;Executivo;39;39;C - Piso alto equipado com plataforma elevatória veicular;Ônibus
RMDS TRANSPORTES LTDA;41.562.791/0001-20;LSU-2G85;Não;Não;Sim;2025-05-24;2025-01-21;2016;Executivo;39;39;C - Piso alto equipado com plataforma elevatória veicular;Ônibus
RMDS TRANSPORTES LTDA;41.562.791/0001-20;LSU-2H01;Não;Não;Sim;2025-05-07;2025-01-21;2016;Executivo;39;39;C - Piso alto equipado com plataforma elevatória veicular;Ônibus
RMDS TRANSPORTES LTDA;41.562.791/0001-20;NVT-2872;Não;Não;Sim;2025-10-31;2025-01-21;2009;Executivo;39;39;C - Piso alto equipado com plataforma elevatória veicular;Ônibus
RMDS TRANSPORTES LTDA;41.562.791/0001-20;NVT-2902;Não;Não;Sim;2025-10-24;2025-01-21;2009;Executivo;39;39;C - Piso alto equipado com plataforma elevatória veicular;Ônibus
RMDS TRANSPORTES LTDA;41.562.791/0001-20;NVT-9712;Não;Não;Sim;2025-10-03;2025-01-21;2009;Executivo;39;39;C - Piso alto equipado com plataforma elevatória veicular;Ônibus
RMDS TRANSPORTES LTDA;41.562.791/0001-20;NVT-9832;Não;Não;Sim;2025-10-08;2025-01-21;2009;Executivo;39;39;C - Piso alto equipado com plataforma elevatória veicular;Ônibus
RMDS TRANSPORTES LTDA;41.562.791/0001-20;NVT-9912;Não;Não;Sim;2025-10-17;2025-01-21;2009;Executivo;39;39;C - Piso alto equipado com plataforma elevatória veicular;Ônibus
RMDS TRANSPORTES LTDA;41.562.791/0001-20;NVU-0012;Não;Não;Sim;2025-10-23;2025-01-21;2009;Executivo;39;39;C - Piso alto equipado com plataforma elevatória veicular;Ônibus
RMDS TRANSPORTES LTDA;41.562.791/0001-20;NVU-0102;Não;Não;Sim;2025-11-12;2025-01-21;2009;Executivo;39;39;C - Piso alto equipado com plataforma elevatória veicular;Ônibus
RMDS TRANSPORTES LTDA;41.562.791/0001-20;NVY-3816;Não;Não;Sim;2025-11-28;2025-01-21;2010;Executivo;39;39;C - Piso alto equipado com plataforma elevatória veicular;Ônibus
RMDS TRANSPORTES LTDA;41.562.791/0001-20;NVZ-8082;Não;Não;Sim;2025-10-24;2025-01-21;2009;Executivo;39;39;C - Piso alto equipado com plataforma elevatória veicular;Ônibus
RMDS TRANSPORTES LTDA;41.562.791/0001-20;OGR-5996;Não;Não;Sim;2025-11-26;2025-01-21;2011;Executivo;39;39;C - Piso alto equipado com plataforma elevatória veicular;Ônibus
RMDS TRANSPORTES LTDA;41.562.791/0001-20;OGR-6146;Não;Não;Sim;2025-05-21;2025-01-21;2011;Executivo;39;39;C - Piso alto equipado com plataforma elevatória veicular;Ônibus
RMDS TRANSPORTES LTDA;41.562.791/0001-20;OGR-6286;Não;Não;Sim;2025-08-26;2025-01-21;2011;Executivo;39;39;C - Piso alto equipado com plataforma elevatória veicular;Ônibus
RMDS TRANSPORTES LTDA;41.562.791/0001-20;OGR-6356;Não;Não;Sim;2025-10-04;2025-01-21;2011;Executivo;39;39;C - Piso alto equipado com plataforma elevatória veicular;Ônibus
RMDS TRANSPORTES LTDA;41.562.791/0001-20;OGR-6396;Não;Não;Sim;2025-01-08;2025-01-21;2011;Executivo;39;39;C - Piso alto equipado com plataforma elevatória veicular;Ônibus
RMDS TRANSPORTES LTDA;41.562.791/0001-20;OGR-6546;Não;Não;Sim;2025-08-23;2025-01-21;2011;Executivo;39;39;C - Piso alto equipado com plataforma elevatória veicular;Ônibus
RMDS TRANSPORTES LTDA;41.562.791/0001-20;OGR-6696;Não;Não;Sim;2025-07-31;2025-01-21;2011;Executivo;39;39;C - Piso alto equipado com plataforma elevatória veicular;Ônibus
RMDS TRANSPORTES LTDA;41.562.791/0001-20;OGR-6736;Não;Não;Sim;2025-10-11;2025-01-21;2011;Executivo;39;39;C - Piso alto equipado com plataforma elevatória veicular;Ônibus
RMDS TRANSPORTES LTDA;41.562.791/0001-20;OGR-6796;Não;Não;Sim;2025-10-15;2025-01-21;2011;Executivo;39;39;C - Piso alto equipado com plataforma elevatória veicular;Ônibus
RMDS TRANSPORTES LTDA;41.562.791/0001-20;OGR-6896;Não;Não;Sim;2025-10-08;2025-01-21;2011;Executivo;39;39;C - Piso alto equipado com plataforma elevatória veicular;Ônibus
RMDS TRANSPORTES LTDA;41.562.791/0001-20;OGR-7186;Não;Não;Sim;2025-08-21;2025-01-21;2011;Executivo;39;39;C - Piso alto equipado com plataforma elevatória veicular;Ônibus
RMDS TRANSPORTES LTDA;41.562.791/0001-20;OGR-7226;Não;Não;Sim;2025-02-07;2025-01-21;2011;Executivo;39;39;C - Piso alto equipado com plataforma elevatória veicular;Ônibus
RMDS TRANSPORTES LTDA;41.562.791/0001-20;OGR-7346;Não;Não;Sim;2025-10-04;2025-01-21;2011;Executivo;39;39;C - Piso alto equipado com plataforma elevatória veicular;Ônibus
RMDS TRANSPORTES LTDA;41.562.791/0001-20;OGR-7436;Não;Não;Sim;2025-08-30;2025-01-21;2011;Executivo;39;39;C - Piso alto equipado com plataforma elevatória veicular;Ônibus
RMDS TRANSPORTES LTDA;41.562.791/0001-20;OGR-7526;Não;Não;Sim;2025-10-16;2025-01-21;2011;Executivo;39;39;C - Piso alto equipado com plataforma elevatória veicular;Ônibus
RMDS TRANSPORTES LTDA;41.562.791/0001-20;OGS-0336;Não;Não;Sim;2025-10-15;2025-01-21;2011;Executivo;39;39;C - Piso alto equipado com plataforma elevatória veicular;Ônibus
RMDS TRANSPORTES LTDA;41.562.791/0001-20;OMX-2925;Não;Não;Sim;2025-05-28;2025-01-21;2012;Executivo;39;39;C - Piso alto equipado com plataforma elevatória veicular;Ônibus
RMDS TRANSPORTES LTDA;41.562.791/0001-20;OMX-8495;Não;Não;Sim;2025-05-31;2025-01-21;2012;Executivo;39;39;C - Piso alto equipado com plataforma elevatória veicular;Ônibus
RMDS TRANSPORTES LTDA;41.562.791/0001-20;OMX-8695;Não;Não;Sim;2025-12-06;2025-01-21;2012;Executivo;39;39;C - Piso alto equipado com plataforma elevatória veicular;Ônibus
RMDS TRANSPORTES LTDA;41.562.791/0001-20;OMX-8955;Não;Não;Sim;2025-10-09;2025-01-21;2012;Executivo;39;39;C - Piso alto equipado com plataforma elevatória veicular;Ônibus
RMDS TRANSPORTES LTDA;41.562.791/0001-20;OMX-9095;Não;Não;Sim;2025-08-02;2025-01-21;2012;Executivo;39;39;C - Piso alto equipado com plataforma elevatória veicular;Ônibus
RMDS TRANSPORTES LTDA;41.562.791/0001-20;OMX-9185;Não;Não;Sim;2025-07-04;2025-01-21;2012;Executivo;39;39;C - Piso alto equipado com plataforma elevatória veicular;Ônibus
RMDS TRANSPORTES LTDA;41.562.791/0001-20;OMX-9295;Não;Não;Sim;2025-08-08;2025-01-21;2012;Executivo;39;39;C - Piso alto equipado com plataforma elevatória veicular;Ônibus
RMDS TRANSPORTES LTDA;41.562.791/0001-20;OMX-9825;Não;Não;Sim;2025-06-18;2025-01-21;2012;Executivo;39;39;C - Piso alto equipado com plataforma elevatória veicular;Ônibus
RMDS TRANSPORTES LTDA;41.562.791/0001-20;OMX-9845;Não;Não;Sim;2025-08-05;2025-01-21;2012;Executivo;39;39;C - Piso alto equipado com plataforma elevatória veicular;Ônibus
RMDS TRANSPORTES LTDA;41.562.791/0001-20;OMY-2415;Não;Não;Sim;2025-08-21;2025-01-21;2012;Executivo;39;39;C - Piso alto equipado com plataforma elevatória veicular;Ônibus
RMDS TRANSPORTES LTDA;41.562.791/0001-20;ONF-2682;Não;Não;Sim;2025-07-31;2025-01-21;2012;Executivo;39;39;C - Piso alto equipado com plataforma elevatória veicular;Ônibus
RMDS TRANSPORTES LTDA;41.562.791/0001-20;ONF-3202;Não;Não;Sim;2025-09-05;2025-01-21;2012;Executivo;39;39;C - Piso alto equipado com plataforma elevatória veicular;Ônibus
RMDS TRANSPORTES LTDA;41.562.791/0001-20;ONF-3252;Não;Não;Sim;2025-05-16;2025-01-21;2012;Executivo;39;39;C - Piso alto equipado com plataforma elevatória veicular;Ônibus
RMDS TRANSPORTES LTDA;41.562.791/0001-20;ONF-5082;Não;Não;Sim;2025-06-07;2025-01-21;2012;Executivo;39;39;C - Piso alto equipado com plataforma elevatória veicular;Ônibus
RMDS TRANSPORTES LTDA;41.562.791/0001-20;ONF-5192;Não;Não;Sim;2025-10-23;2025-01-21;2012;Executivo;39;39;C - Piso alto equipado com plataforma elevatória veicular;Ônibus
RMDS TRANSPORTES LTDA;41.562.791/0001-20;ONF-5202;Não;Não;Sim;2025-08-27;2025-01-21;2012;Executivo;39;39;C - Piso alto equipado com plataforma elevatória veicular;Ônibus
RMDS TRANSPORTES LTDA;41.562.791/0001-20;ONF-5282;Não;Não;Sim;2025-05-21;2025-01-21;2012;Executivo;39;39;C - Piso alto equipado com plataforma elevatória veicular;Ônibus
RMDS TRANSPORTES LTDA;41.562.791/0001-20;ONF-5302;Não;Não;Sim;2025-01-10;2025-01-21;2012;Executivo;39;39;C - Piso alto equipado com plataforma elevatória veicular;Ônibus
RMDS TRANSPORTES LTDA;41.562.791/0001-20;ONF-5312;Não;Não;Sim;2025-06-04;2025-01-21;2012;Executivo;39;39;C - Piso alto equipado com plataforma elevatória veicular;Ônibus
RMDS TRANSPORTES LTDA;41.562.791/0001-20;ONF-5442;Não;Não;Sim;2025-05-14;2025-01-21;2012;Executivo;39;39;C - Piso alto equipado com plataforma elevatória veicular;Ônibus
RMDS TRANSPORTES LTDA;41.562.791/0001-20;QTP-1577;Não;Não;Sim;2025-02-07;2025-01-21;2019;Executivo;47;47;C - Piso alto equipado com plataforma elevatória veicular;Ônibus
RMDS TRANSPORTES LTDA;41.562.791/0001-20;SCI-0C08;Não;Não;Sim;2025-06-07;2025-01-21;2022;Executivo;46;46;C - Piso alto equipado com plataforma elevatória veicular;Ônibus
RMDS TRANSPORTES LTDA;41.562.791/0001-20;SDB-3E38;Não;Não;Sim;2025-07-02;2025-01-21;2022;Executivo;46;46;C - Piso alto equipado com plataforma elevatória veicular;Ônibus
RMDS TRANSPORTES LTDA;41.562.791/0001-20;SDB-5D08;Não;Não;Sim;2025-07-16;2025-01-21;2022;Executivo;46;46;C - Piso alto equipado com plataforma elevatória veicular;Ônibus
RMDS TRANSPORTES LTDA;41.562.791/0001-20;SDF-5H18;Não;Não;Sim;2025-06-07;2025-01-21;2022;Executivo;46;46;C - Piso alto equipado com plataforma elevatória veicular;Ônibus
RMF TRANSPORTES LTDA;19.685.157/0001-26;ESE-0C89;Não;Sim;Não;2025-03-13;2025-09-02;2010;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
RMF TRANSPORTES LTDA;19.685.157/0001-26;FUB-8G55;Não;Sim;Não;2025-11-28;2025-11-27;2018;Executivo;47;47;H - Cadeira de transbordo.;Ônibus
RMF TRANSPORTES LTDA;19.685.157/0001-26;FUI-4D29;Não;Sim;Não;2025-11-27;2025-03-22;2016;Executivo;47;47;H - Cadeira de transbordo.;Ônibus
RMF TRANSPORTES LTDA;19.685.157/0001-26;FYT-0E70;Não;Sim;Não;2025-09-12;2025-09-05;2012;Executivo;46;46;H - Cadeira de transbordo.;Ônibus
RMS TRANSPORTE E TURISMO LTDA;36.287.619/0001-76;LMN-4A73;Não;Sim;Não;2025-12-02;2025-08-03;2018;Executivo;61;61;H - Cadeira de transbordo.;Ônibus
RMS TRANSPORTE E TURISMO LTDA;36.287.619/0001-76;LRC-4C31;Não;Sim;Não;2025-01-02;2025-07-22;2014;Executivo;44;44;H - Cadeira de transbordo.;Ônibus
RMS TRANSPORTE E TURISMO LTDA;36.287.619/0001-76;QKO-5D98;Não;Sim;Não;2025-10-02;2025-09-21;2014;Executivo;44;44;H - Cadeira de transbordo.;Ônibus
RN TRAVEL TRANSPORTES & LOCAÇÕES LTDA - ME;10.557.112/0001-00;QFA-2A18;Não;Sim;Não;2025-11-06;2025-07-24;2014;Convencional;18;18;Sem Acessibilidade;Micro-ônibus
RNJ FRETAMENTO & TURISMO LTDA;54.727.829/0001-10;BDK-2C18;Não;Sim;Não;2025-08-27;2025-09-12;2019;Executivo;32;32;E - Dispositivo de acesso instalado no veículo, interligando este com a plataforma.;Ônibus
